IH_DRG;IH_CodeF;IH_Anzahl;IH_Prozent
801E;C50.9;7;0,3889
802A;D36.1;10;0,2439
802A;Z49.1;7;0,1707
802A;M35.0;5;0,122
802C;C34.9;71;0,2934
802C;C50.9;11;0,0455
802C;C34.0;9;0,0372
802C;C45.0;9;0,0372
802C;C34.1;8;0,0331
802C;C16.9;6;0,0248
802C;C25.0;6;0,0248
802C;C18.9;5;0,0207
802C;D86.3;5;0,0207
802C;M35.0;5;0,0207
802C;C25.9;4;0,0165
802C;D21.0;4;0,0165
802C;D36.1;4;0,0165
863Z;P07.3;7;0,1522
863Z;P94.8;7;0,1522
863Z;P29.1;6;0,1304
863Z;P52.4;5;0,1087
863Z;P52.8;4;0,087
960Z;Q62.7;4;0,1026
961Z;Z94.0;365;0,1934
961Z;Z00.1;319;0,1691
961Z;Z88.8;133;0,0705
961Z;A63.0;122;0,0647
961Z;I69.3;108;0,0572
961Z;Z85.3;70;0,0371
961Z;I69.4;50;0,0265
961Z;Z94.81;42;0,0223
961Z;I69.1;32;0,017
961Z;Q87.1;25;0,0132
961Z;Z88.0;24;0,0127
961Z;Q87.2;23;0,0122
961Z;Z88.1;22;0,0117
961Z;Z51.1;19;0,0101
961Z;Z94.80;18;0,0095
961Z;Z96.2;18;0,0095
961Z;Z85.8;17;0,009
961Z;Z49.2;16;0,0085
961Z;Z85.0;16;0,0085
961Z;Z94.1;15;0,0079
961Z;Z94.4;15;0,0079
961Z;Q87.3;14;0,0074
961Z;Q87.8;14;0,0074
961Z;Z99.2;14;0,0074
961Z;Q87.0;13;0,0069
961Z;T90.5;12;0,0064
961Z;G09;11;0,0058
961Z;Z51.0;11;0,0058
961Z;Z94.2;11;0,0058
961Z;Z55;10;0,0053
961Z;Z85.4;10;0,0053
961Z;I69.0;9;0,0048
961Z;Z21;9;0,0048
961Z;Z91.0;9;0,0048
961Z;Z93.1;9;0,0048
961Z;Z88.6;8;0,0042
961Z;Z95.81;8;0,0042
961Z;Z98.2;8;0,0042
961Z;Z01.9;7;0,0037
961Z;Z63;7;0,0037
961Z;Z98.8;7;0,0037
961Z;I25.20;6;0,0032
961Z;M99.84;6;0,0032
961Z;Q87.5;6;0,0032
961Z;R69;6;0,0032
961Z;Z94.88;6;0,0032
961Z;Z85.5;5;0,0026
961Z;Z87.6;5;0,0026
961Z;Z88.7;5;0,0026
961Z;Z89.5;5;0,0026
961Z;Z92.4;5;0,0026
961Z;Z96.64;5;0,0026
961Z;Z96.65;5;0,0026
961Z;U55.10;4;0,0021
