IP_DRG;IP_CodeF;IP_Anzahl;IP_Prozent;IP_AnzahlN;IP_ProzentN
901D;5-386.ax;43;0,3981;50;0,0766
901D;1-204.2;43;0,3981;44;0,0674
901D;8-151.4;16;0,1481;18;0,0276
901D;8-547.30;11;0,1019;32;0,049
901D;3-200;8;0,0741;9;0,0138
901D;1-208.6;6;0,0556;6;0,0092
901D;8-854.2;5;0,0463;100;0,1531
901D;8-855.3;4;0,037;128;0,196
901D;8-542.11;4;0,037;26;0,0398
901D;3-60x;4;0,037;9;0,0138
901D;1-208.2;4;0,037;4;0,0061
901D;3-606;4;0,037;4;0,0061
902Z;5-985.1;13;0,1646;13;0,0518
902Z;5-913.aa;9;0,1139;9;0,0359
902Z;3-990;8;0,1013;11;0,0438
902Z;5-913.a4;6;0,0759;6;0,0239
902Z;3-222;5;0,0633;6;0,0239
902Z;5-262.6;5;0,0633;5;0,0199
902Z;3-059;4;0,0506;4;0,0159
902Z;5-913.ab;4;0,0506;4;0,0159
902Z;5-915.59;4;0,0506;4;0,0159
961Z;1-930.1;149;0,0789;304;0,0829
961Z;9-312;93;0,0492;94;0,0256
961Z;8-98a.11;87;0,0461;899;0,2452
961Z;8-98a.10;80;0,0424;538;0,1468
961Z;8-542.11;55;0,0291;148;0,0404
961Z;8-930;40;0,0212;58;0,0158
961Z;3-990;37;0,0196;47;0,0128
961Z;1-710;29;0,0154;31;0,0085
961Z;3-222;29;0,0154;30;0,0082
961Z;8-900;28;0,0148;29;0,0079
961Z;3-225;25;0,0132;25;0,0068
961Z;3-20x;23;0,0122;23;0,0063
961Z;3-820;22;0,0116;22;0,006
961Z;1-207.0;21;0,0111;22;0,006
961Z;8-857.10;20;0,0106;38;0,0104
961Z;1-208.1;20;0,0106;24;0,0065
961Z;3-800;20;0,0106;21;0,0057
961Z;5-712.12;19;0,0101;19;0,0052
961Z;8-020.x;18;0,0095;29;0,0079
961Z;8-800.c0;17;0,009;27;0,0074
961Z;3-993;17;0,009;17;0,0046
961Z;1-700;16;0,0085;16;0,0044
961Z;8-542.12;15;0,0079;34;0,0093
961Z;1-424;15;0,0079;17;0,0046
961Z;1-632.0;14;0,0074;14;0,0038
961Z;8-903;13;0,0069;14;0,0038
961Z;8-547.0;12;0,0064;14;0,0038
961Z;3-100.0;12;0,0064;12;0,0033
961Z;8-824;11;0,0058;88;0,024
961Z;3-827;11;0,0058;17;0,0046
961Z;8-98a.0;11;0,0058;17;0,0046
961Z;1-100;11;0,0058;11;0,003
961Z;1-900.0;11;0,0058;11;0,003
961Z;5-870.71;11;0,0058;11;0,003
961Z;5-985.1;11;0,0058;11;0,003
961Z;8-137.2;11;0,0058;11;0,003
961Z;8-857.0;10;0,0053;68;0,0185
961Z;8-800.f0;10;0,0053;38;0,0104
961Z;3-200;10;0,0053;11;0,003
961Z;3-226;10;0,0053;10;0,0027
961Z;8-810.w3;9;0,0048;14;0,0038
961Z;1-242;8;0,0042;13;0,0035
961Z;1-930.0;8;0,0042;12;0,0033
961Z;3-221;8;0,0042;8;0,0022
961Z;1-440.a;7;0,0037;7;0,0019
961Z;1-902.0;7;0,0037;7;0,0019
961Z;1-910;7;0,0037;7;0,0019
961Z;3-05x;7;0,0037;7;0,0019
961Z;3-13e;7;0,0037;7;0,0019
961Z;3-825;7;0,0037;7;0,0019
961Z;3-82a;7;0,0037;7;0,0019
961Z;5-490.1;7;0,0037;7;0,0019
961Z;8-854.2;6;0,0032;131;0,0357
961Z;1-206;6;0,0032;7;0,0019
961Z;9-401.00;6;0,0032;7;0,0019
961Z;1-207.1;6;0,0032;6;0,0016
961Z;3-802;6;0,0032;6;0,0016
961Z;3-84x;6;0,0032;6;0,0016
961Z;8-857.11;6;0,0032;6;0,0016
961Z;1-204.2;5;0,0026;6;0,0016
961Z;1-494.31;5;0,0026;6;0,0016
961Z;3-823;5;0,0026;6;0,0016
961Z;1-205;5;0,0026;5;0,0014
961Z;3-202;5;0,0026;5;0,0014
961Z;5-399.5;5;0,0026;5;0,0014
961Z;5-913.5c;5;0,0026;5;0,0014
961Z;5-915.4c;5;0,0026;5;0,0014
961Z;1-208.2;4;0,0021;5;0,0014
961Z;5-913.2c;4;0,0021;5;0,0014
961Z;8-541.0;4;0,0021;5;0,0014
961Z;1-208.8;4;0,0021;4;0,0011
961Z;1-760;4;0,0021;4;0,0011
961Z;1-930.3;4;0,0021;4;0,0011
961Z;3-205;4;0,0021;4;0,0011
961Z;3-207;4;0,0021;4;0,0011
961Z;3-900;4;0,0021;4;0,0011
961Z;5-894.0c;4;0,0021;4;0,0011
961Z;5-913.ac;4;0,0021;4;0,0011
961Z;8-123.1;4;0,0021;4;0,0011
961Z;8-137.01;4;0,0021;4;0,0011
961Z;8-543.12;4;0,0021;4;0,0011
961Z;8-800.f1;4;0,0021;4;0,0011
963Z;1-207.0;8;0,1951;9;0,30
A42A;5-410.10;7;1,00;9;0,1084
A42A;8-542.11;5;0,7143;35;0,4217
A42B;5-410.10;8;1,00;8;0,2581
A42B;8-800.c0;5;0,625;5;0,1613
A42B;5-410.20;4;0,50;4;0,129
A42C;5-410.10;43;1,00;53;0,4862
A42C;8-800.c0;9;0,2093;9;0,0826
A42C;1-710;8;0,186;8;0,0734
A42C;8-930;5;0,1163;7;0,0642
A42C;8-831.0;5;0,1163;5;0,0459
A42C;8-800.f0;4;0,093;6;0,055
A60C;8-824;77;0,9506;375;0,9817
A60D;8-824;28;0,7368;28;0,7568
A61B;8-824;742;0,9049;2326;0,8653
A61B;8-800.f0;17;0,0207;21;0,0078
A61B;8-810.w2;14;0,0171;14;0,0052
A61B;8-560.1;12;0,0146;15;0,0056
A61B;8-800.c0;10;0,0122;10;0,0037
A61B;8-810.w3;9;0,011;9;0,0033
A61B;8-560.3;7;0,0085;57;0,0212
A61B;8-560.x;6;0,0073;18;0,0067
A61B;8-930;6;0,0073;7;0,0026
A61B;3-202;6;0,0073;6;0,0022
