pr_Pepp;pr_Code;pr_FaelleAnzahl;pr_FaelleAnteil;pr_NennungenAnzahl;pr_NennungenAnteil
P002Z;9-665.d;21;0,0554;25;0,0011
P002Z;9-655.1;20;0,0528;28;0,0013
P002Z;9-655.3;20;0,0528;30;0,0014
P002Z;9-655.4;20;0,0528;27;0,0012
P002Z;9-665.w;20;0,0528;36;0,0016
P002Z;9-692.03;20;0,0528;25;0,0011
P002Z;9-665.e;19;0,0501;23;0,001
P002Z;9-654.4;17;0,0449;24;0,0011
P002Z;9-655.5;17;0,0449;22;0,001
P002Z;9-665.a;17;0,0449;20;0,0009
P002Z;9-655.7;16;0,0422;21;0,0009
P002Z;9-665.f;16;0,0422;23;0,001
P002Z;9-665.g;15;0,0396;16;0,0007
P002Z;9-664.7;14;0,0369;16;0,0007
P002Z;9-655.6;13;0,0343;16;0,0007
P002Z;9-693.05;13;0,0343;24;0,0011
P002Z;9-655.a;12;0,0317;15;0,0007
P002Z;9-654.6;11;0,029;14;0,0006
P002Z;9-664.8;11;0,029;11;0,0005
P002Z;9-692.04;11;0,029;11;0,0005
P002Z;9-654.5;10;0,0264;12;0,0005
P002Z;9-655.8;10;0,0264;13;0,0006
P002Z;9-655.9;10;0,0264;14;0,0006
P002Z;9-655.b;10;0,0264;15;0,0007
P002Z;9-655.e;10;0,0264;15;0,0007
P002Z;9-655.c;9;0,0237;11;0,0005
P002Z;9-655.0;8;0,0211;10;0,0005
P002Z;9-690.03;8;0,0211;9;0,0004
P002Z;9-655.d;7;0,0185;9;0,0004
P002Z;9-655.j;7;0,0185;10;0,0005
P002Z;9-665.h;7;0,0185;8;0,0004
P002Z;9-665.j;7;0,0185;10;0,0005
P002Z;9-665.m;7;0,0185;9;0,0004
P002Z;9-665.n;7;0,0185;8;0,0004
P002Z;9-665.q;7;0,0185;8;0,0004
P002Z;9-692.05;7;0,0185;10;0,0005
P002Z;9-984.0;7;0,0185;7;0,0003
P002Z;9-655.h;6;0,0158;7;0,0003
P002Z;9-690.04;6;0,0158;6;0,0003
P002Z;9-984.1;6;0,0158;9;0,0004
P002Z;3-820;5;0,0132;5;0,0002
P002Z;9-655.f;5;0,0132;6;0,0003
P002Z;9-664.9;5;0,0132;5;0,0002
P002Z;9-690.02;5;0,0132;5;0,0002
P002Z;9-692.14;5;0,0132;6;0,0003
P002Z;9-654.7;4;0,0106;8;0,0004
P002Z;9-655.w;4;0,0106;5;0,0002
P002Z;9-664.g;4;0,0106;4;0,0002
P002Z;9-665.k;4;0,0106;6;0,0003
P002Z;9-665.s;4;0,0106;4;0,0002
P002Z;9-665.v;4;0,0106;4;0,0002
P002Z;9-984.2;4;0,0106;4;0,0002
P003A;9-640.03;169;0,9826;3734;0,3329
P003A;9-640.01;159;0,9244;1052;0,0938
P003A;9-640.02;158;0,9186;1034;0,0922
P003A;9-980.1;127;0,7384;213;0,019
P003A;9-640.00;117;0,6802;482;0,043
P003A;9-615.20;81;0,4709;225;0,0201
P003A;9-615.10;79;0,4593;194;0,0173
P003A;9-615.0;76;0,4419;235;0,021
P003A;9-614.20;68;0,3953;205;0,0183
P003A;9-606.0;67;0,3895;185;0,0165
P003A;9-980.0;66;0,3837;126;0,0112
P003A;9-615.21;58;0,3372;104;0,0093
P003A;9-606.1;56;0,3256;143;0,0127
P003A;9-605.0;55;0,3198;171;0,0152
P003A;9-614.0;54;0,314;116;0,0103
P003A;9-614.10;54;0,314;130;0,0116
P003A;9-604;48;0,2791;93;0,0083
P003A;9-614.21;47;0,2733;111;0,0099
P003A;9-606.2;45;0,2616;107;0,0095
P003A;9-640.12;40;0,2326;335;0,0299
P003A;3-200;38;0,2209;40;0,0036
P003A;9-640.11;38;0,2209;181;0,0161
P003A;9-982.1;36;0,2093;41;0,0037
P003A;9-641.11;34;0,1977;134;0,0119
P003A;9-614.22;32;0,186;58;0,0052
P003A;9-640.10;32;0,186;97;0,0086
P003A;1-207.0;30;0,1744;34;0,003
P003A;9-615.22;28;0,1628;50;0,0045
P003A;9-641.10;28;0,1628;137;0,0122
P003A;9-606.3;24;0,1395;55;0,0049
P003A;9-615.23;23;0,1337;51;0,0045
P003A;9-614.11;22;0,1279;38;0,0034
P003A;9-606.4;21;0,1221;36;0,0032
P003A;9-614.23;21;0,1221;36;0,0032
P003A;9-615.11;21;0,1221;38;0,0034
P003A;1-903;19;0,1105;21;0,0019
P003A;9-615.24;18;0,1047;26;0,0023
P003A;9-605.1;16;0,093;40;0,0036
P003A;9-616.0;16;0,093;34;0,003
P003A;9-641.14;15;0,0872;69;0,0062
P003A;9-606.5;14;0,0814;21;0,0019
P003A;9-614.24;14;0,0814;20;0,0018
P003A;3-800;13;0,0756;13;0,0012
P003A;9-614.25;13;0,0756;18;0,0016
P003A;9-615.12;13;0,0756;14;0,0012
P003A;3-990;12;0,0698;17;0,0015
P003A;9-615.25;12;0,0698;17;0,0015
P003A;9-646.0;12;0,0698;12;0,0011
P003A;9-981.1;12;0,0698;18;0,0016
P003A;9-615.26;11;0,064;12;0,0011
P003A;9-616.20;11;0,064;20;0,0018
P003A;9-641.13;11;0,064;36;0,0032
P003A;9-984.0;11;0,064;12;0,0011
P003A;3-820;10;0,0581;10;0,0009
P003A;9-615.28;10;0,0581;10;0,0009
P003A;9-616.10;10;0,0581;15;0,0013
P003A;8-630.2;9;0,0523;9;0,0008
P003A;8-630.3;9;0,0523;127;0,0113
P003A;9-615.27;9;0,0523;10;0,0009
P003A;9-641.12;9;0,0523;51;0,0045
P003A;9-606.7;8;0,0465;9;0,0008
P003A;9-615.29;8;0,0465;8;0,0007
P003A;9-615.2a;8;0,0465;9;0,0008
P003A;9-616.21;8;0,0465;11;0,001
P003A;9-982.0;8;0,0465;12;0,0011
P003A;9-984.1;8;0,0465;8;0,0007
P003A;1-632.0;7;0,0407;19;0,0017
P003A;3-220;7;0,0407;7;0,0006
P003A;9-606.6;7;0,0407;10;0,0009
P003A;9-614.12;7;0,0407;16;0,0014
P003A;9-615.2r;7;0,0407;15;0,0013
P003A;9-641.00;7;0,0407;8;0,0007
P003A;9-641.01;6;0,0349;10;0,0009
P003A;1-204.2;5;0,0291;5;0,0004
P003A;9-614.26;5;0,0291;7;0,0006
P003A;9-615.2b;5;0,0291;5;0,0004
P003A;9-615.2c;5;0,0291;6;0,0005
P003A;9-984.4;5;0,0291;6;0,0005
P003A;9-614.28;4;0,0233;4;0,0004
P003A;9-615.14;4;0,0233;4;0,0004
P003A;9-615.2e;4;0,0233;4;0,0004
P003A;9-615.2h;4;0,0233;4;0,0004
P003A;9-645.03;4;0,0233;6;0,0005
P003B;9-640.03;279;0,8971;1794;0,158
P003B;9-640.01;263;0,8457;1094;0,0964
P003B;9-640.02;252;0,8103;753;0,0663
P003B;9-980.1;235;0,7556;430;0,0379
P003B;9-640.00;184;0,5916;753;0,0663
P003B;9-980.0;159;0,5113;325;0,0286
P003B;9-615.20;146;0,4695;311;0,0274
P003B;9-614.20;132;0,4244;297;0,0262
P003B;9-606.0;131;0,4212;351;0,0309
P003B;9-615.10;131;0,4212;269;0,0237
P003B;9-615.0;110;0,3537;202;0,0178
P003B;9-606.1;108;0,3473;260;0,0229
P003B;9-605.0;105;0,3376;264;0,0233
P003B;9-604;88;0,283;148;0,013
P003B;9-615.21;88;0,283;141;0,0124
P003B;9-614.10;86;0,2765;178;0,0157
P003B;9-614.21;85;0,2733;151;0,0133
P003B;9-614.0;74;0,2379;128;0,0113
P003B;9-606.2;70;0,2251;127;0,0112
P003B;3-200;65;0,209;86;0,0076
P003B;9-982.1;63;0,2026;79;0,007
P003B;9-640.11;62;0,1994;203;0,0179
P003B;9-615.22;61;0,1961;81;0,0071
P003B;9-640.12;59;0,1897;468;0,0412
P003B;1-903;58;0,1865;59;0,0052
P003B;9-614.22;54;0,1736;77;0,0068
P003B;1-207.0;51;0,164;58;0,0051
P003B;9-615.11;47;0,1511;72;0,0063
P003B;9-641.14;45;0,1447;411;0,0362
P003B;9-640.10;44;0,1415;114;0,01
P003B;9-606.3;42;0,135;70;0,0062
P003B;9-615.23;41;0,1318;61;0,0054
P003B;9-641.11;39;0,1254;137;0,0121
P003B;9-615.24;35;0,1125;44;0,0039
P003B;9-606.4;34;0,1093;43;0,0038
P003B;9-614.11;31;0,0997;44;0,0039
P003B;9-614.23;29;0,0932;42;0,0037
P003B;9-605.1;28;0,09;48;0,0042
P003B;9-641.10;27;0,0868;73;0,0064
P003B;3-800;26;0,0836;27;0,0024
P003B;3-990;25;0,0804;39;0,0034
P003B;9-614.24;25;0,0804;36;0,0032
P003B;9-615.25;23;0,074;26;0,0023
P003B;9-616.10;23;0,074;29;0,0026
P003B;9-982.0;23;0,074;33;0,0029
P003B;9-981.1;21;0,0675;42;0,0037
P003B;9-615.26;19;0,0611;23;0,002
P003B;9-606.5;18;0,0579;28;0,0025
P003B;9-615.28;18;0,0579;25;0,0022
P003B;9-984.0;18;0,0579;18;0,0016
P003B;9-616.20;17;0,0547;20;0,0018
P003B;9-641.12;17;0,0547;26;0,0023
P003B;3-820;16;0,0514;16;0,0014
P003B;9-615.12;15;0,0482;20;0,0018
P003B;9-615.2r;15;0,0482;45;0,004
P003B;9-616.0;15;0,0482;16;0,0014
P003B;9-616.21;13;0,0418;15;0,0013
P003B;9-615.27;12;0,0386;13;0,0011
P003B;9-646.0;12;0,0386;15;0,0013
P003B;9-641.13;11;0,0354;18;0,0016
P003B;9-614.12;10;0,0322;13;0,0011
P003B;9-615.2b;10;0,0322;10;0,0009
P003B;9-614.28;9;0,0289;9;0,0008
P003B;9-615.13;9;0,0289;9;0,0008
P003B;9-614.25;8;0,0257;10;0,0009
P003B;9-615.29;8;0,0257;11;0,001
P003B;9-615.2d;8;0,0257;8;0,0007
P003B;9-616.25;8;0,0257;8;0,0007
P003B;9-641.00;8;0,0257;15;0,0013
P003B;9-645.03;8;0,0257;9;0,0008
P003B;9-981.0;8;0,0257;12;0,0011
P003B;3-993;7;0,0225;10;0,0009
P003B;8-630.2;7;0,0225;7;0,0006
P003B;9-614.26;7;0,0225;7;0,0006
P003B;9-615.2c;7;0,0225;9;0,0008
P003B;9-616.11;7;0,0225;9;0,0008
P003B;9-980.3;7;0,0225;9;0,0008
P003B;8-630.3;6;0,0193;46;0,0041
P003B;9-606.6;6;0,0193;8;0,0007
P003B;9-614.27;6;0,0193;8;0,0007
P003B;1-204.2;5;0,0161;5;0,0004
P003B;1-632.0;5;0,0161;22;0,0019
P003B;9-605.2;5;0,0161;9;0,0008
P003B;9-606.8;5;0,0161;5;0,0004
P003B;9-614.2r;5;0,0161;14;0,0012
P003B;9-615.2a;5;0,0161;6;0,0005
P003B;3-035;4;0,0129;4;0,0004
P003B;6-006.a3;4;0,0129;4;0,0004
P003B;9-605.3;4;0,0129;4;0,0004
P003B;9-614.2a;4;0,0129;4;0,0004
P003B;9-615.2f;4;0,0129;4;0,0004
P003B;9-615.2j;4;0,0129;4;0,0004
P003B;9-616.22;4;0,0129;5;0,0004
P003B;9-984.1;4;0,0129;4;0,0004
P003C;9-640.01;270;0,8308;899;0,1049
P003C;9-640.03;268;0,8246;922;0,1076
P003C;9-640.02;243;0,7477;499;0,0582
P003C;9-980.1;238;0,7323;366;0,0427
P003C;9-640.00;182;0,56;748;0,0873
P003C;9-980.0;181;0,5569;278;0,0324
P003C;9-606.0;161;0,4954;345;0,0403
P003C;9-614.20;137;0,4215;252;0,0294
P003C;9-605.0;112;0,3446;280;0,0327
P003C;9-615.10;111;0,3415;203;0,0237
P003C;9-615.20;109;0,3354;218;0,0254
P003C;9-606.1;100;0,3077;210;0,0245
P003C;9-614.0;96;0,2954;158;0,0184
P003C;9-615.0;95;0,2923;168;0,0196
P003C;9-614.10;93;0,2862;154;0,018
P003C;9-604;89;0,2738;150;0,0175
P003C;9-614.21;74;0,2277;107;0,0125
P003C;9-606.2;71;0,2185;108;0,0126
P003C;9-615.21;70;0,2154;105;0,0123
P003C;9-982.1;66;0,2031;87;0,0102
P003C;1-903;58;0,1785;64;0,0075
P003C;9-614.22;46;0,1415;62;0,0072
P003C;9-615.22;46;0,1415;59;0,0069
P003C;9-640.11;46;0,1415;143;0,0167
P003C;3-200;44;0,1354;54;0,0063
P003C;1-207.0;42;0,1292;47;0,0055
P003C;9-640.12;40;0,1231;243;0,0284
P003C;9-640.10;38;0,1169;67;0,0078
P003C;9-605.1;33;0,1015;54;0,0063
P003C;9-606.3;33;0,1015;42;0,0049
P003C;9-614.11;29;0,0892;34;0,004
P003C;9-615.11;28;0,0862;35;0,0041
P003C;9-641.14;28;0,0862;193;0,0225
P003C;3-800;26;0,08;28;0,0033
P003C;9-614.23;26;0,08;30;0,0035
P003C;9-615.23;25;0,0769;34;0,004
P003C;9-641.10;25;0,0769;72;0,0084
P003C;9-981.1;23;0,0708;44;0,0051
P003C;9-615.24;21;0,0646;31;0,0036
P003C;9-614.24;20;0,0615;27;0,0032
P003C;9-616.10;19;0,0585;30;0,0035
P003C;9-641.11;19;0,0585;67;0,0078
P003C;9-641.12;19;0,0585;127;0,0148
P003C;9-615.25;18;0,0554;22;0,0026
P003C;9-982.0;18;0,0554;26;0,003
P003C;9-984.0;18;0,0554;20;0,0023
P003C;9-606.4;17;0,0523;21;0,0025
P003C;9-616.20;17;0,0523;26;0,003
P003C;9-615.12;15;0,0462;19;0,0022
P003C;3-990;14;0,0431;21;0,0025
P003C;9-615.26;13;0,04;15;0,0018
P003C;9-641.13;13;0,04;35;0,0041
P003C;3-820;12;0,0369;14;0,0016
P003C;9-614.12;12;0,0369;14;0,0016
P003C;9-614.26;11;0,0338;13;0,0015
P003C;9-614.28;11;0,0338;14;0,0016
P003C;9-616.21;11;0,0338;12;0,0014
P003C;9-645.03;11;0,0338;13;0,0015
P003C;9-614.25;10;0,0308;13;0,0015
P003C;9-981.0;9;0,0277;13;0,0015
P003C;9-984.1;9;0,0277;9;0,0011
P003C;9-606.5;7;0,0215;7;0,0008
P003C;9-615.27;7;0,0215;8;0,0009
P003C;9-615.2a;7;0,0215;8;0,0009
P003C;9-616.0;7;0,0215;10;0,0012
P003C;9-641.00;7;0,0215;14;0,0016
P003C;9-646.0;7;0,0215;7;0,0008
P003C;1-632.0;6;0,0185;8;0,0009
P003C;9-606.6;6;0,0185;10;0,0012
P003C;9-615.2b;6;0,0185;7;0,0008
P003C;9-616.11;6;0,0185;6;0,0007
P003C;9-616.23;6;0,0185;6;0,0007
P003C;9-984.4;6;0,0185;6;0,0007
P003C;3-802;5;0,0154;7;0,0008
P003C;6-006.a1;5;0,0154;5;0,0006
P003C;9-614.13;5;0,0154;6;0,0007
P003C;9-615.28;5;0,0154;6;0,0007
P003C;9-615.2f;5;0,0154;5;0,0006
P003C;9-616.22;5;0,0154;5;0,0006
P003C;9-646.1;5;0,0154;5;0,0006
P003C;3-225;4;0,0123;5;0,0006
P003C;5-900.08;4;0,0123;8;0,0009
P003C;9-605.2;4;0,0123;5;0,0006
P003C;9-606.7;4;0,0123;5;0,0006
P003C;9-606.9;4;0,0123;4;0,0005
P003C;9-606.a;4;0,0123;5;0,0006
P003C;9-614.29;4;0,0123;4;0,0005
P003C;9-614.2a;4;0,0123;4;0,0005
P003C;9-615.29;4;0,0123;4;0,0005
P003C;9-615.2r;4;0,0123;11;0,0013
P003C;9-616.24;4;0,0123;4;0,0005
P003C;9-641.01;4;0,0123;6;0,0007
P003C;9-645.13;4;0,0123;4;0,0005
P003C;9-984.2;4;0,0123;4;0,0005
PA01A;9-980.1;610;0,69;740;0,0967
PA01A;9-980.0;429;0,4853;1112;0,1453
PA01A;9-606.0;215;0,2432;400;0,0523
PA01A;9-604;166;0,1878;243;0,0317
PA01A;9-615.20;161;0,1821;242;0,0316
PA01A;9-615.10;159;0,1799;221;0,0289
PA01A;9-614.20;148;0,1674;248;0,0324
PA01A;9-605.0;142;0,1606;269;0,0351
PA01A;9-606.1;137;0,155;207;0,027
PA01A;9-614.10;111;0,1256;161;0,021
PA01A;9-614.0;103;0,1165;166;0,0217
PA01A;9-614.21;103;0,1165;139;0,0182
PA01A;1-903;97;0,1097;104;0,0136
PA01A;9-615.0;97;0,1097;130;0,017
PA01A;9-615.22;96;0,1086;124;0,0162
PA01A;9-640.00;96;0,1086;196;0,0256
PA01A;9-615.21;94;0,1063;138;0,018
PA01A;1-207.0;87;0,0984;104;0,0136
PA01A;9-606.2;78;0,0882;107;0,014
PA01A;3-200;67;0,0758;68;0,0089
PA01A;9-640.01;66;0,0747;116;0,0152
PA01A;9-614.22;65;0,0735;86;0,0112
PA01A;9-615.23;60;0,0679;86;0,0112
PA01A;9-615.11;59;0,0667;68;0,0089
PA01A;9-615.24;58;0,0656;75;0,0098
PA01A;9-982.1;52;0,0588;57;0,0074
PA01A;9-615.25;51;0,0577;78;0,0102
PA01A;9-606.3;50;0,0566;64;0,0084
PA01A;9-615.26;47;0,0532;63;0,0082
PA01A;9-605.1;43;0,0486;63;0,0082
PA01A;9-980.3;38;0,043;66;0,0086
PA01A;9-614.23;37;0,0419;51;0,0067
PA01A;9-606.4;36;0,0407;48;0,0063
PA01A;9-984.1;35;0,0396;39;0,0051
PA01A;9-615.28;34;0,0385;42;0,0055
PA01A;9-614.24;33;0,0373;46;0,006
PA01A;9-615.29;31;0,0351;40;0,0052
PA01A;9-641.11;30;0,0339;101;0,0132
PA01A;9-984.0;30;0,0339;31;0,0041
PA01A;9-615.27;28;0,0317;37;0,0048
PA01A;9-614.11;26;0,0294;29;0,0038
PA01A;9-616.10;26;0,0294;29;0,0038
PA01A;9-640.03;26;0,0294;45;0,0059
PA01A;3-800;24;0,0271;24;0,0031
PA01A;3-990;22;0,0249;23;0,003
PA01A;9-614.25;22;0,0249;27;0,0035
PA01A;9-606.5;21;0,0238;25;0,0033
PA01A;9-614.26;21;0,0238;29;0,0038
PA01A;9-640.02;21;0,0238;28;0,0037
PA01A;9-606.6;19;0,0215;22;0,0029
PA01A;9-615.2a;19;0,0215;22;0,0029
PA01A;9-640.11;19;0,0215;52;0,0068
PA01A;9-616.20;18;0,0204;22;0,0029
PA01A;9-982.0;18;0,0204;21;0,0027
PA01A;9-641.10;17;0,0192;28;0,0037
PA01A;9-641.14;17;0,0192;27;0,0035
PA01A;9-615.2b;16;0,0181;16;0,0021
PA01A;9-615.2d;15;0,017;16;0,0021
PA01A;9-614.28;14;0,0158;15;0,002
PA01A;9-615.2r;14;0,0158;18;0,0024
PA01A;9-641.12;14;0,0158;30;0,0039
PA01A;9-605.2;13;0,0147;27;0,0035
PA01A;9-640.10;13;0,0147;25;0,0033
PA01A;9-640.12;13;0,0147;66;0,0086
PA01A;9-614.29;12;0,0136;13;0,0017
PA01A;9-615.2c;12;0,0136;12;0,0016
PA01A;9-616.0;11;0,0124;15;0,002
PA01A;9-984.2;11;0,0124;14;0,0018
PA01A;3-820;10;0,0113;10;0,0013
PA01A;9-605.3;10;0,0113;13;0,0017
PA01A;9-606.7;10;0,0113;12;0,0016
PA01A;9-606.9;10;0,0113;10;0,0013
PA01A;9-614.27;10;0,0113;11;0,0014
PA01A;9-615.2e;10;0,0113;11;0,0014
PA01A;9-606.8;9;0,0102;9;0,0012
PA01A;9-615.12;9;0,0102;9;0,0012
PA01A;9-615.2f;9;0,0102;9;0,0012
PA01A;9-616.22;9;0,0102;12;0,0016
PA01A;9-616.28;9;0,0102;12;0,0016
PA01A;9-645.03;9;0,0102;10;0,0013
PA01A;9-645.13;9;0,0102;16;0,0021
PA01A;1-207.2;8;0,009;9;0,0012
PA01A;9-615.2g;8;0,009;11;0,0014
PA01A;9-616.23;8;0,009;9;0,0012
PA01A;9-641.13;8;0,009;14;0,0018
PA01A;9-616.27;7;0,0079;7;0,0009
PA01A;9-646.0;7;0,0079;7;0,0009
PA01A;9-606.a;6;0,0068;7;0,0009
PA01A;9-624.0;6;0,0068;24;0,0031
PA01A;9-625.2;6;0,0068;17;0,0022
PA01A;9-641.00;6;0,0068;10;0,0013
PA01A;9-641.01;6;0,0068;6;0,0008
PA01A;9-606.d;5;0,0057;5;0,0007
PA01A;9-606.e;5;0,0057;5;0,0007
PA01A;9-606.r;5;0,0057;6;0,0008
PA01A;9-615.13;5;0,0057;5;0,0007
PA01A;9-616.21;5;0,0057;5;0,0007
PA01A;9-616.25;5;0,0057;6;0,0008
PA01A;9-616.26;5;0,0057;7;0,0009
PA01A;9-624.1;5;0,0057;22;0,0029
PA01A;9-625.1;5;0,0057;13;0,0017
PA01A;9-606.c;4;0,0045;4;0,0005
PA01A;9-614.12;4;0,0045;4;0,0005
PA01A;9-614.2a;4;0,0045;4;0,0005
PA01A;9-614.2c;4;0,0045;6;0,0008
PA01A;9-614.2e;4;0,0045;4;0,0005
PA01A;9-614.2g;4;0,0045;4;0,0005
PA01A;9-615.2j;4;0,0045;4;0,0005
PA01A;9-615.2k;4;0,0045;4;0,0005
PA01A;9-615.2m;4;0,0045;4;0,0005
PA01A;9-616.11;4;0,0045;4;0,0005
PA01A;9-616.2b;4;0,0045;4;0,0005
PA01A;9-624.2;4;0,0045;16;0,0021
PA01A;9-625.0;4;0,0045;6;0,0008
PA01A;9-625.3;4;0,0045;12;0,0016
PA01B;9-980.0;593;0,7782;1101;0,1767
PA01B;9-606.0;342;0,4488;634;0,1017
PA01B;9-980.1;332;0,4357;395;0,0634
PA01B;9-605.0;301;0,395;626;0,1004
PA01B;9-606.1;260;0,3412;437;0,0701
PA01B;9-606.2;189;0,248;294;0,0472
PA01B;9-604;181;0,2375;226;0,0363
PA01B;9-614.20;140;0,1837;187;0,03
PA01B;9-605.1;122;0,1601;210;0,0337
PA01B;9-614.10;114;0,1496;146;0,0234
PA01B;9-606.3;109;0,143;158;0,0254
PA01B;9-614.0;91;0,1194;115;0,0185
PA01B;1-903;90;0,1181;92;0,0148
PA01B;1-207.0;88;0,1155;94;0,0151
PA01B;9-606.4;77;0,101;91;0,0146
PA01B;9-614.21;70;0,0919;98;0,0157
PA01B;3-200;49;0,0643;50;0,008
PA01B;9-605.2;44;0,0577;56;0,009
PA01B;9-614.22;43;0,0564;59;0,0095
PA01B;3-800;40;0,0525;40;0,0064
PA01B;9-606.5;40;0,0525;43;0,0069
PA01B;9-614.23;33;0,0433;37;0,0059
PA01B;9-606.6;28;0,0367;32;0,0051
PA01B;3-990;27;0,0354;28;0,0045
PA01B;9-980.3;27;0,0354;30;0,0048
PA01B;9-615.20;25;0,0328;29;0,0047
PA01B;9-606.7;24;0,0315;28;0,0045
PA01B;9-614.11;24;0,0315;25;0,004
PA01B;9-615.10;22;0,0289;29;0,0047
PA01B;9-614.24;20;0,0262;24;0,0039
PA01B;9-614.25;20;0,0262;22;0,0035
PA01B;3-820;19;0,0249;22;0,0035
PA01B;9-605.3;18;0,0236;20;0,0032
PA01B;9-606.8;18;0,0236;21;0,0034
PA01B;9-615.21;18;0,0236;19;0,003
PA01B;9-640.00;18;0,0236;25;0,004
PA01B;9-982.1;16;0,021;17;0,0027
PA01B;9-641.10;15;0,0197;21;0,0034
PA01B;9-646.0;14;0,0184;14;0,0022
PA01B;9-640.01;13;0,0171;23;0,0037
PA01B;9-982.0;13;0,0171;15;0,0024
PA01B;9-615.0;12;0,0157;13;0,0021
PA01B;9-615.22;12;0,0157;12;0,0019
PA01B;9-981.0;12;0,0157;14;0,0022
PA01B;9-984.0;12;0,0157;12;0,0019
PA01B;1-207.2;11;0,0144;12;0,0019
PA01B;9-645.03;11;0,0144;12;0,0019
PA01B;9-606.9;10;0,0131;12;0,0019
PA01B;9-606.r;10;0,0131;15;0,0024
PA01B;9-614.27;10;0,0131;10;0,0016
PA01B;9-614.29;10;0,0131;10;0,0016
PA01B;9-615.23;9;0,0118;12;0,0019
PA01B;9-614.28;8;0,0105;8;0,0013
PA01B;9-640.10;8;0,0105;11;0,0018
PA01B;9-640.11;8;0,0105;16;0,0026
PA01B;9-641.11;8;0,0105;9;0,0014
PA01B;9-645.14;8;0,0105;8;0,0013
PA01B;9-606.c;7;0,0092;8;0,0013
PA01B;9-615.11;7;0,0092;7;0,0011
PA01B;9-640.12;7;0,0092;42;0,0067
PA01B;9-645.13;7;0,0092;7;0,0011
PA01B;9-981.1;7;0,0092;7;0,0011
PA01B;1-204.2;6;0,0079;6;0,001
PA01B;9-606.d;6;0,0079;6;0,001
PA01B;9-606.e;6;0,0079;8;0,0013
PA01B;9-606.f;6;0,0079;6;0,001
PA01B;9-614.12;6;0,0079;6;0,001
PA01B;9-614.26;6;0,0079;8;0,0013
PA01B;9-614.2r;6;0,0079;7;0,0011
PA01B;9-615.12;6;0,0079;6;0,001
PA01B;9-624.0;6;0,0079;15;0,0024
PA01B;9-624.1;6;0,0079;17;0,0027
PA01B;9-625.1;6;0,0079;15;0,0024
PA01B;9-606.a;5;0,0066;7;0,0011
PA01B;9-606.b;5;0,0066;5;0,0008
PA01B;9-614.2a;5;0,0066;5;0,0008
PA01B;9-615.25;5;0,0066;5;0,0008
PA01B;9-624.2;5;0,0066;15;0,0024
PA01B;9-625.2;5;0,0066;17;0,0027
PA01B;9-614.2b;4;0,0052;4;0,0006
PA01B;9-614.2c;4;0,0052;4;0,0006
PA01B;9-625.3;4;0,0052;10;0,0016
