IC_CodeF;IC_Text;IC_ANZHDI;IC_ANZNDI;IC_AnzProzI
1-208.8;Registrierung evozierter Potentiale: Otoakustische Emissionen;0;0;1
1-220.0;Messung des Augeninnendrucks: Tages- und Nachtdruckmessung über 24 Stunden;0;0;1
1-242;Audiometrie;0;0;1
1-334.1;Urodynamische Untersuchung: Blasendruckmessung;0;0;1
1-440.a;Endoskopische Biopsie an oberem Verdauungstrakt, Gallengängen und Pankreas: 1 bis 5 Biopsien am oberen Verdauungstrakt;0;0;1
1-610.0;Diagnostische Laryngoskopie: Direkt;0;0;1
1-610.2;Diagnostische Laryngoskopie: Mikrolaryngoskopie;0;0;1
1-611.0;Diagnostische Pharyngoskopie: Direkt;0;0;1
1-612;Diagnostische Rhinoskopie;0;0;1
1-630.1;Diagnostische Ösophagoskopie: Mit starrem Instrument;0;0;1
1-632.0;Diagnostische Ösophagogastroduodenoskopie: Bei normalem Situs;0;0;1
1-661;Diagnostische Urethrozystoskopie;0;0;1
1-665;Diagnostische Ureterorenoskopie;0;0;1
1-694;Diagnostische Laparoskopie (Peritoneoskopie);0;0;1
1-697.1;Diagnostische Arthroskopie: Schultergelenk;0;0;1
1-697.7;Diagnostische Arthroskopie: Kniegelenk;0;0;1
1-699.0;Andere diagnostische Endoskopie durch Punktion, Inzision und intraoperativ: Endoskopie der Nasennebenhöhlen;0;0;1
3-05d;Endosonographie der weiblichen Geschlechtsorgane;0;0;1
3-13d.0;Urographie: Intravenös;0;0;1
3-13d.5;Urographie: Retrograd;0;0;1
3-13f;Zystographie;0;0;1
3-13g;Urethrographie;0;0;1
3-200;Native Computertomographie des Schädels;0;0;1
3-203;Native Computertomographie von Wirbelsäule und Rückenmark;0;0;1
3-206;Native Computertomographie des Beckens;0;0;1
3-207;Native Computertomographie des Abdomens;0;0;1
3-221;Computertomographie des Halses mit Kontrastmittel;0;0;1
3-222;Computertomographie des Thorax mit Kontrastmittel;0;0;1
3-225;Computertomographie des Abdomens mit Kontrastmittel;0;0;1
3-226;Computertomographie des Beckens mit Kontrastmittel;0;0;1
3-800;Native Magnetresonanztomographie des Schädels;0;0;1
3-802;Native Magnetresonanztomographie von Wirbelsäule und Rückenmark;0;0;1
3-820;Magnetresonanztomographie des Schädels mit Kontrastmittel;0;0;1
3-823;Magnetresonanztomographie von Wirbelsäule und Rückenmark mit Kontrastmittel;0;0;1
3-990;Computergestützte Bilddatenanalyse mit 3D-Auswertung;0;0;1
3-992;Intraoperative Anwendung der Verfahren;0;0;1
5-032.00;Zugang zur Lendenwirbelsäule, zum Os sacrum und zum Os coccygis: LWS, dorsal: 1 Segment;0;0;1
5-032.10;Zugang zur Lendenwirbelsäule, zum Os sacrum und zum Os coccygis: Flavektomie LWS: 1 Segment;0;0;1
5-032.20;Zugang zur Lendenwirbelsäule, zum Os sacrum und zum Os coccygis: Laminotomie LWS: 1 Segment;0;0;1
5-032.30;Zugang zur Lendenwirbelsäule, zum Os sacrum und zum Os coccygis: Hemilaminektomie LWS: 1 Segment;0;0;1
5-032.40;Zugang zur Lendenwirbelsäule, zum Os sacrum und zum Os coccygis: Laminektomie LWS: 1 Segment;0;0;1
5-033.0;Inzision des Spinalkanals: Dekompression;0;0;1
5-036.8;Plastische Operationen an Rückenmark und Rückenmarkhäuten: Spinale Duraplastik;0;0;1
5-038.21;Operationen am spinalen Liquorsystem: Implantation oder Wechsel eines Katheters zur intrathekalen und epiduralen Infusion: Permanenter Katheter zur Dauerinfusion;0;0;1
5-056.0;Neurolyse und Dekompression eines Nerven: Hirnnerven extrakraniell;0;0;1
5-056.40;Neurolyse und Dekompression eines Nerven: Nerven Hand: Offen chirurgisch;0;0;1
5-057.0;Neurolyse und Dekompression eines Nerven mit Transposition: Hirnnerven extrakraniell;0;0;1
5-065.0;Exzision des Ductus thyreoglossus: Exzision einer medianen Halszyste, ohne Resektion des medialen Zungenbeines;0;0;1
5-065.1;Exzision des Ductus thyreoglossus: Exzision einer medianen Halszyste, mit Resektion des medialen Zungenbeines;0;0;1
5-091.21;Exzision und Destruktion von (erkranktem) Gewebe des Augenlides: Tiefe Exzision: Mit Beteiligung der Lidkante;0;0;1
5-091.31;Exzision und Destruktion von (erkranktem) Gewebe des Augenlides: Tiefe Exzision, histographisch kontrolliert (mikrographische Chirurgie): Mit Beteiligung der Lidkante;0;0;1
5-093.5;Korrekturoperation bei Entropium und Ektropium: Durch Verschiebe- oder Schwenkplastik;0;0;1
5-093.6;Korrekturoperation bei Entropium und Ektropium: Durch Reposition einer Lidlamelle;0;0;1
5-095.11;Naht des Augenlides: Verschluss tiefer Liddefekte: Mit Beteiligung der Lidkante;0;0;1
5-113.4;Konjunktivaplastik: Transplantation von Amnionmembran;0;0;1
5-115;Naht der Konjunktiva;0;0;1
5-122.1;Operationen bei Pterygium: Exzision mit Bindehautplastik;0;0;1
5-122.4;Operationen bei Pterygium: Exzision mit sonstiger Plastik oder freiem Transplantat;0;0;1
5-123.21;Exzision und Destruktion von (erkranktem) Gewebe der Kornea: Keratektomie: Mit EDTA;0;0;1
5-124;Naht der Kornea;0;0;1
5-125.00;Hornhauttransplantation und Keratoprothetik: Hornhauttransplantation, lamellär: Anterior;0;0;1
5-125.01;Hornhauttransplantation und Keratoprothetik: Hornhauttransplantation, lamellär: Posterior;0;0;1
5-125.10;Hornhauttransplantation und Keratoprothetik: Hornhauttransplantation, perforierend: Nicht HLA-typisiert;0;0;1
5-126.01;Refraktive Keratoplastik und andere Rekonstruktion der Kornea: Keratotomie: Nicht radiär;0;0;1
5-131.00;Senkung des Augeninnendruckes durch filtrierende Operationen: Gedeckte Goniotrepanation oder Trabekulektomie: Ohne adjuvante medikamentöse Therapie;0;0;1
5-131.01;Senkung des Augeninnendruckes durch filtrierende Operationen: Gedeckte Goniotrepanation oder Trabekulektomie: Mit Einbringen von Medikamenten zur Fibrosehemmung;0;0;1
5-131.40;Senkung des Augeninnendruckes durch filtrierende Operationen: Revision einer Sklerafistel: Revision eines Sickerkissens;0;0;1
5-131.42;Senkung des Augeninnendruckes durch filtrierende Operationen: Revision einer Sklerafistel: Öffnen eines Skleradeckelfadens;0;0;1
5-131.60;Senkung des Augeninnendruckes durch filtrierende Operationen: Filtrationsoperation mit Implantat: Mit Abfluss unter die Bindehaut;0;0;1
5-131.7;Senkung des Augeninnendruckes durch filtrierende Operationen: Trabekulotomie;0;0;1
5-132.1;Senkung des Augeninnendruckes durch Operationen am Corpus ciliare: Zyklokryotherapie;0;0;1
5-132.20;Senkung des Augeninnendruckes durch Operationen am Corpus ciliare: Zyklophotokoagulation: Offen chirurgisch;0;0;1
5-132.21;Senkung des Augeninnendruckes durch Operationen am Corpus ciliare: Zyklophotokoagulation: Endoskopisch;0;0;1
5-132.2x;Senkung des Augeninnendruckes durch Operationen am Corpus ciliare: Zyklophotokoagulation: Sonstige;0;0;1
5-133.0;Senkung des Augeninnendruckes durch Verbesserung der Kammerwasserzirkulation: Chirurgische Iridektomie;0;0;1
5-133.3;Senkung des Augeninnendruckes durch Verbesserung der Kammerwasserzirkulation: Lasertrabekuloplastik;0;0;1
5-133.7;Senkung des Augeninnendruckes durch Verbesserung der Kammerwasserzirkulation: Aspiration am Trabekelwerk bei Pseudoexfoliationsglaukom;0;0;1
5-133.9;Senkung des Augeninnendruckes durch Verbesserung der Kammerwasserzirkulation: Trabekuläre Shunt-Implantation;0;0;1
5-137.4;Andere Operationen an der Iris: Lösung hinterer Synechien (zwischen Iris und Linse);0;0;1
5-137.7;Andere Operationen an der Iris: Temporäre chirurgische Pupillenerweiterung;0;0;1
5-138.10;Operationen an der Sklera: Naht der Sklera: Primäre Naht;0;0;1
5-139.0;Andere Operationen an Sklera, vorderer Augenkammer, Iris und Corpus ciliare: Parazentese;0;0;1
5-139.10;Andere Operationen an Sklera, vorderer Augenkammer, Iris und Corpus ciliare: Vorderkammerspülung: Ohne weitere Maßnahmen;0;0;1
5-139.12;Andere Operationen an Sklera, vorderer Augenkammer, Iris und Corpus ciliare: Vorderkammerspülung: Mit Einbringen von Medikamenten;0;0;1
5-139.2;Andere Operationen an Sklera, vorderer Augenkammer, Iris und Corpus ciliare: Einbringen von Gas in die Vorderkammer;0;0;1
5-139.x;Andere Operationen an Sklera, vorderer Augenkammer, Iris und Corpus ciliare: Sonstige;0;0;1
5-142.1;Kapsulotomie der Linse: Kapsulotomie, chirurgisch;0;0;1
5-144.3a;Extrakapsuläre Extraktion der Linse [ECCE]: Linsenkernverflüssigung [Phakoemulsifikation] über sklero-kornealen Zugang: Mit Einführung einer kapselfixierten Hinterkammerlinse, monofokale Intraokularlinse;0;0;1
5-144.5a;Extrakapsuläre Extraktion der Linse [ECCE]: Linsenkernverflüssigung [Phakoemulsifikation] über kornealen Zugang: Mit Einführung einer kapselfixierten Hinterkammerlinse, monofokale Intraokularlinse;0;0;1
5-144.5b;Extrakapsuläre Extraktion der Linse [ECCE]: Linsenkernverflüssigung [Phakoemulsifikation] über kornealen Zugang: Mit Einführung einer sulkusfixierten Hinterkammerlinse, monofokale Intraokularlinse;0;0;1
5-145.25;Andere Linsenextraktionen: Entfernung einer luxierten Linse aus dem Glaskörper: Mit Einführung einer kammerwinkelgestützten Vorderkammerlinse;0;0;1
5-145.28;Andere Linsenextraktionen: Entfernung einer luxierten Linse aus dem Glaskörper: Mit Einführung einer Vorderkammerlinse, n.n.bez.;0;0;1
5-146.1e;(Sekundäre) Einführung und Wechsel einer alloplastischen Linse: Einführung bei phakem Auge: Mit Einführung einer kapselfixierten Hinterkammerlinse, Sonderform der Intraokularlinse;0;0;1
5-146.2a;(Sekundäre) Einführung und Wechsel einer alloplastischen Linse: Wechsel: Mit Einführung einer kapselfixierten Hinterkammerlinse, monofokale Intraokularlinse;0;0;1
5-147.1;Revision und Entfernung einer alloplastischen Linse: Revision einer Hinterkammerlinse;0;0;1
5-152.0;Fixation der Netzhaut durch eindellende Operationen: Durch permanente Plombe;0;0;1
5-152.2;Fixation der Netzhaut durch eindellende Operationen: Durch Cerclage;0;0;1
5-154.0;Andere Operationen zur Fixation der Netzhaut: Kryopexie;0;0;1
5-154.2;Andere Operationen zur Fixation der Netzhaut: Laser-Retinopexie;0;0;1
5-154.3;Andere Operationen zur Fixation der Netzhaut: Endotamponade (Gas);0;0;1
5-154.4;Andere Operationen zur Fixation der Netzhaut: Durch schwere Flüssigkeiten;0;0;1
5-154.x;Andere Operationen zur Fixation der Netzhaut: Sonstige;0;0;1
5-155.0;Destruktion von erkranktem Gewebe an Retina und Choroidea: Durch Diathermie;0;0;1
5-155.1;Destruktion von erkranktem Gewebe an Retina und Choroidea: Durch Kryokoagulation;0;0;1
5-155.3;Destruktion von erkranktem Gewebe an Retina und Choroidea: Durch lokale Laserkoagulation;0;0;1
5-155.4;Destruktion von erkranktem Gewebe an Retina und Choroidea: Durch flächige Laserkoagulation;0;0;1
5-156.0;Andere Operationen an der Retina: Retinotomie;0;0;1
5-156.9;Andere Operationen an der Retina: Injektion von Medikamenten in den hinteren Augenabschnitt;0;0;1
5-158.00;Pars-plana-Vitrektomie: Vordere Vitrektomie über Pars plana: Elektrolytlösung;0;0;1
5-158.01;Pars-plana-Vitrektomie: Vordere Vitrektomie über Pars plana: Luft;0;0;1
5-158.02;Pars-plana-Vitrektomie: Vordere Vitrektomie über Pars plana: Andere Gase;0;0;1
5-158.03;Pars-plana-Vitrektomie: Vordere Vitrektomie über Pars plana: Silikonölimplantation;0;0;1
5-158.05;Pars-plana-Vitrektomie: Vordere Vitrektomie über Pars plana: Silikonölentfernung;0;0;1
5-158.10;Pars-plana-Vitrektomie: Ohne chirurgische Manipulation der Netzhaut: Elektrolytlösung;0;0;1
5-158.11;Pars-plana-Vitrektomie: Ohne chirurgische Manipulation der Netzhaut: Luft;0;0;1
5-158.12;Pars-plana-Vitrektomie: Ohne chirurgische Manipulation der Netzhaut: Andere Gase;0;0;1
5-158.13;Pars-plana-Vitrektomie: Ohne chirurgische Manipulation der Netzhaut: Silikonölimplantation;0;0;1
5-158.15;Pars-plana-Vitrektomie: Ohne chirurgische Manipulation der Netzhaut: Silikonölentfernung;0;0;1
5-158.16;Pars-plana-Vitrektomie: Ohne chirurgische Manipulation der Netzhaut: Medikamente;0;0;1
5-158.20;Pars-plana-Vitrektomie: Mit Entfernung epiretinaler Membranen: Elektrolytlösung;0;0;1
5-158.21;Pars-plana-Vitrektomie: Mit Entfernung epiretinaler Membranen: Luft;0;0;1
5-158.22;Pars-plana-Vitrektomie: Mit Entfernung epiretinaler Membranen: Andere Gase;0;0;1
5-158.24;Pars-plana-Vitrektomie: Mit Entfernung epiretinaler Membranen: Silikonölwechsel/-auffüllung;0;0;1
5-158.32;Pars-plana-Vitrektomie: Mit Entfernung subretinaler Membranen: Andere Gase;0;0;1
5-158.40;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Elektrolytlösung;0;0;1
5-158.41;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Luft;0;0;1
5-158.42;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Andere Gase;0;0;1
5-158.43;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Silikonölimplantation;0;0;1
5-158.45;Pars-plana-Vitrektomie: Mit Entfernung netzhautabhebender Membranen: Silikonölentfernung;0;0;1
5-159.00;Vitrektomie über anderen Zugang und andere Operationen am Corpus vitreum: Vordere Vitrektomie über anderen Zugang als Pars plana: Elektrolytlösung;0;0;1
5-159.0x;Vitrektomie über anderen Zugang und andere Operationen am Corpus vitreum: Vordere Vitrektomie über anderen Zugang als Pars plana: Sonstige;0;0;1
