IH_DRG;IH_CodeF;IH_Anzahl;IH_Prozent
B81B;G83.1;5;0,0289
B81B;H47.1;4;0,0231
B81B;R20.1;4;0,0231
B82Z;G58.0;17;0,9444
B85B;G12.2;4;0,4444
B85D;I67.3;22;0,4231
B85D;G91.29;4;0,0769
C01B;H16.0;44;0,4681
C02A;C44.1;4;0,6667
C02B;H44.5;17;0,3036
C02B;H44.0;4;0,0714
C03A;H33.0;102;0,2302
C03A;H35.3;86;0,1941
C03A;H35.8;74;0,167
C03A;H25.8;42;0,0948
C03A;H33.5;28;0,0632
C03A;H33.4;23;0,0519
C03A;H43.1;21;0,0474
C03A;H33.2;17;0,0384
C03A;H25.9;9;0,0203
C03A;H33.3;9;0,0203
C03A;H35.2;9;0,0203
C03A;E11.30;6;0,0135
C03A;H25.1;5;0,0113
C03B;H35.3;781;0,6111
C03B;H43.1;106;0,0829
C03B;H25.8;73;0,0571
C03B;H25.1;54;0,0423
C03B;H33.0;50;0,0391
C03B;H35.8;28;0,0219
C03B;H26.8;26;0,0203
C03B;E11.30;15;0,0117
C03B;H33.2;14;0,011
C03B;H43.3;14;0,011
C03B;H25.0;9;0,007
C03B;H27.1;8;0,0063
C03B;H35.6;8;0,0063
C03B;H59.9;7;0,0055
C03B;H25.9;6;0,0047
C03B;H26.9;6;0,0047
C03B;H33.5;6;0,0047
C03B;E10.30;5;0,0039
C03B;H26.2;5;0,0039
C03B;H34.8;5;0,0039
C03B;H43.9;5;0,0039
C03B;H33.3;4;0,0031
C03C;H33.0;509;0,3115
C03C;H35.3;314;0,1922
C03C;H35.8;226;0,1383
C03C;H33.2;150;0,0918
C03C;H33.5;128;0,0783
C03C;H33.4;114;0,0698
C03C;H43.1;60;0,0367
C03C;H35.2;13;0,008
C03C;E11.30;11;0,0067
C03C;H35.6;11;0,0067
C03C;E10.30;10;0,0061
C03C;H43.3;9;0,0055
C03C;H33.3;8;0,0049
C03C;E14.30;5;0,0031
C03C;H27.1;5;0,0031
C03C;H43.8;5;0,0031
C03C;H27.0;4;0,0024
C03C;H35.0;4;0,0024
C03C;H40.5;4;0,0024
C03C;H59.0;4;0,0024
C03C;H59.9;4;0,0024
C03D;H35.3;1687;0,5106
C03D;H43.1;292;0,0884
C03D;H33.0;258;0,0781
C03D;H35.8;173;0,0524
C03D;H27.1;107;0,0324
C03D;H43.3;101;0,0306
C03D;H43.8;98;0,0297
C03D;H33.2;62;0,0188
C03D;H27.0;48;0,0145
C03D;H33.5;43;0,013
C03D;H35.6;41;0,0124
C03D;E11.30;37;0,0112
C03D;T85.2;37;0,0112
C03D;H33.4;31;0,0094
C03D;H59.9;27;0,0082
C03D;H43.2;21;0,0064
C03D;H59.0;21;0,0064
C03D;H33.3;19;0,0058
C03D;H40.5;17;0,0051
C03D;E10.30;16;0,0048
C03D;H35.2;12;0,0036
C03D;E11.31;11;0,0033
C03D;H40.2;10;0,003
C03D;H44.0;10;0,003
C03D;H43.0;9;0,0027
C03D;H34.8;7;0,0021
C03D;H35.1;7;0,0021
C03D;H43.9;7;0,0021
C03D;E14.30;6;0,0018
C03D;H26.9;6;0,0018
C03D;H40.1;6;0,0018
C03D;H25.1;5;0,0015
C03D;H25.8;5;0,0015
C03D;H40.8;5;0,0015
C03D;H59.8;5;0,0015
C03D;H35.0;4;0,0012
C03D;H35.7;4;0,0012
C03D;H40.0;4;0,0012
C03D;H44.1;4;0,0012
C04A;H18.5;68;0,764
C04A;H25.8;6;0,0674
C04A;T86.83;4;0,0449
C04B;H18.5;295;0,4983
C04B;T86.83;66;0,1115
C04B;H18.6;53;0,0895
C04B;H17.9;38;0,0642
C04B;H18.1;33;0,0557
C04B;H17.8;24;0,0405
C04B;H18.4;18;0,0304
C04B;H18.2;17;0,0287
C04B;H18.8;11;0,0186
C04B;H16.0;7;0,0118
C04B;H16.4;4;0,0068
C04B;H16.8;4;0,0068
C05Z;H04.4;78;0,5166
C05Z;H04.5;59;0,3907
C05Z;H04.3;6;0,0397
C06Z;H40.1;1525;0,8284
C06Z;H40.9;83;0,0451
C06Z;H40.8;58;0,0315
C06Z;H40.5;47;0,0255
C06Z;H40.2;42;0,0228
C06Z;H25.1;31;0,0168
C06Z;H25.8;9;0,0049
C06Z;H40.4;9;0,0049
C06Z;H40.0;7;0,0038
C06Z;H40.3;7;0,0038
C07A;H25.1;171;0,3184
C07A;H26.8;161;0,2998
C07A;H25.8;111;0,2067
C07A;H40.1;36;0,067
C07A;H25.9;35;0,0652
C07A;H26.9;6;0,0112
C07A;H40.2;5;0,0093
C07A;H25.2;4;0,0074
C07A;H26.1;4;0,0074
C07B;H40.1;454;0,6766
C07B;H40.5;87;0,1297
C07B;H40.9;30;0,0447
C07B;H40.8;27;0,0402
C07B;H40.2;20;0,0298
C07B;H40.4;9;0,0134
C07B;H21.1;5;0,0075
C07B;H40.3;5;0,0075
C07B;H21.5;4;0,006
C07B;H34.8;4;0,006
C08A;H25.1;734;0,8165
C08A;H25.9;90;0,1001
C08A;H25.8;24;0,0267
C08A;H25.2;17;0,0189
C08A;H26.0;12;0,0133
C08A;H26.8;5;0,0056
C08A;H26.9;5;0,0056
C08B;H25.8;2253;0,3994
C08B;H25.1;1944;0,3446
C08B;H25.9;604;0,1071
C08B;H26.8;357;0,0633
C08B;H26.9;182;0,0323
C08B;H25.0;137;0,0243
C08B;H26.2;54;0,0096
C08B;H25.2;48;0,0085
C08B;H40.1;9;0,0016
C08B;E11.30;8;0,0014
C08B;H26.0;8;0,0014
C08B;H26.1;7;0,0012
C08B;H27.1;4;0,0007
C08B;H35.3;4;0,0007
C08B;H40.2;4;0,0007
C10A;H50.9;13;0,325
C10A;H50.0;11;0,275
C10A;H50.1;7;0,175
C10B;H50.0;15;0,625
C10B;H50.9;4;0,1667
C10C;H50.0;64;0,3404
C10C;H50.1;47;0,25
C10C;H50.5;21;0,1117
C10C;H50.3;19;0,1011
C10C;H50.9;19;0,1011
C10C;H50.8;6;0,0319
C12Z;C44.1;296;0,6053
C12Z;H02.1;61;0,1247
C12Z;H02.4;50;0,1022
C12Z;H02.0;32;0,0654
C12Z;D23.1;12;0,0245
C12Z;D04.1;10;0,0204
C12Z;H02.5;7;0,0143
C13Z;H02.1;98;0,5568
C13Z;H02.0;54;0,3068
C13Z;H04.5;6;0,0341
C13Z;H02.2;4;0,0227
C13Z;H04.4;4;0,0227
C14Z;H40.5;29;0,1111
C14Z;H33.3;24;0,092
C14Z;C44.1;20;0,0766
C14Z;H35.3;18;0,069
C14Z;H40.1;17;0,0651
C14Z;T85.3;15;0,0575
C14Z;H18.5;12;0,046
C14Z;H33.0;10;0,0383
C14Z;H34.8;9;0,0345
C14Z;H43.1;7;0,0268
C14Z;E11.31;5;0,0192
C14Z;H21.0;5;0,0192
C14Z;H21.1;5;0,0192
C14Z;H35.8;5;0,0192
C14Z;H35.6;4;0,0153
C14Z;H44.0;4;0,0153
C15Z;H33.0;98;0,2099
C15Z;H25.1;51;0,1092
C15Z;H27.1;40;0,0857
C15Z;H25.8;31;0,0664
C15Z;H27.0;31;0,0664
C15Z;H35.3;30;0,0642
C15Z;H33.2;17;0,0364
C15Z;H43.1;16;0,0343
C15Z;H35.8;14;0,03
C15Z;T85.2;12;0,0257
C15Z;H43.8;10;0,0214
C15Z;H33.5;9;0,0193
C15Z;H35.6;9;0,0193
C15Z;H26.9;8;0,0171
C15Z;H40.5;8;0,0171
C15Z;H26.8;7;0,015
C15Z;H27.8;7;0,015
C15Z;H33.3;7;0,015
C15Z;H40.1;7;0,015
C15Z;H26.4;6;0,0128
C15Z;H25.2;5;0,0107
C15Z;H25.9;5;0,0107
C15Z;H26.1;4;0,0086
C15Z;H43.0;4;0,0086
C15Z;H43.3;4;0,0086
C20B;H25.1;247;0,1799
C20B;H11.0;179;0,1304
C20B;H02.3;164;0,1194
C20B;H02.4;145;0,1056
C20B;H25.8;94;0,0685
C20B;H27.1;74;0,0539
C20B;H02.0;64;0,0466
C20B;H27.0;56;0,0408
C20B;C44.1;50;0,0364
C20B;H02.1;46;0,0335
C20B;T85.2;30;0,0218
C20B;H18.4;25;0,0182
C20B;H26.8;25;0,0182
C20B;H27.8;14;0,0102
C20B;H40.1;10;0,0073
C20B;H16.0;7;0,0051
C20B;D23.1;6;0,0044
C20B;H25.9;6;0,0044
C20B;H44.4;6;0,0044
C20B;H52.3;6;0,0044
C20B;H18.5;5;0,0036
C20B;H26.9;5;0,0036
C20B;H40.2;5;0,0036
C20B;H43.8;5;0,0036
C20B;H26.2;4;0,0029
C20B;Q10.0;4;0,0029
C60Z;H16.0;85;0,4146
C60Z;B02.3;36;0,1756
C60Z;H44.1;31;0,1512
C60Z;B00.5;17;0,0829
C60Z;H05.0;15;0,0732
C60Z;H44.0;9;0,0439
C60Z;T86.83;5;0,0244
C60Z;H16.3;4;0,0195
C61Z;H34.8;118;0,4155
C61Z;H47.0;52;0,1831
C61Z;H34.2;50;0,1761
C61Z;H46;40;0,1408
C61Z;H34.1;16;0,0563
C62Z;S05.1;12;0,1846
C62Z;S05.0;10;0,1538
C62Z;T26.6;8;0,1231
C62Z;H59.8;6;0,0923
C62Z;H35.6;5;0,0769
C62Z;H43.1;4;0,0615
C63Z;H35.3;25;0,1437
C63Z;H20.9;17;0,0977
C63Z;H00.0;9;0,0517
C63Z;H18.8;9;0,0517
C63Z;H04.3;8;0,046
C63Z;H15.0;8;0,046
C63Z;H16.9;7;0,0402
C63Z;H20.8;7;0,0402
C63Z;H30.9;6;0,0345
C63Z;H20.1;5;0,0287
C63Z;H35.0;5;0,0287
C63Z;H35.8;5;0,0287
C63Z;H16.2;4;0,023
C63Z;H18.1;4;0,023
C63Z;H18.2;4;0,023
C63Z;H30.2;4;0,023
C64Z;H40.1;258;0,7914
C64Z;H40.2;27;0,0828
C64Z;H40.5;13;0,0399
C64Z;H40.0;12;0,0368
C64Z;H40.8;4;0,0123
C66Z;H20.0;69;0,8519
C66Z;E11.31;6;0,0741
D01B;H90.5;5;0,5556
D02B;C02.1;8;0,3333
D02B;C02.8;4;0,1667
D03A;Q35.5;12;0,3871
D03A;Q36.9;6;0,1935
D03A;Q37.4;5;0,1613
D03A;Q37.5;5;0,1613
D03B;Q37.5;16;0,2254
D03B;Q17.2;15;0,2113
D03B;Q37.4;8;0,1127
D03B;K08.2;5;0,0704
D03B;Q35.5;5;0,0704
D04Z;K07.1;528;0,8111
D04Z;K07.2;65;0,0998
D04Z;S02.4;24;0,0369
D04Z;K07.0;21;0,0323
D05A;D11.0;110;0,6587
D05A;D37.0;30;0,1796
D05A;C07;10;0,0599
D05A;D11.9;6;0,0359
D05A;K11.2;5;0,0299
D05B;D11.0;337;0,7186
D05B;D37.0;48;0,1023
D05B;D11.9;28;0,0597
D05B;C07;21;0,0448
D05B;K11.2;11;0,0235
D05B;D11.7;7;0,0149
D05B;K11.6;4;0,0085
D05B;K11.8;4;0,0085
D06A;H71;15;0,2941
D06A;J35.3;5;0,098
D06A;H66.1;4;0,0784
D06A;J32.4;4;0,0784
D06A;J35.0;4;0,0784
D06A;K12.22;4;0,0784
D06B;H71;250;0,1776
D06B;H66.2;162;0,1151
D06B;H70.1;144;0,1023
D06B;H66.1;116;0,0824
D06B;J32.4;109;0,0774
D06B;H66.9;88;0,0625
D06B;H74.2;61;0,0433
D06B;K12.22;37;0,0263
D06B;J34.2;34;0,0241
D06B;H74.1;32;0,0227
D06B;J32.0;28;0,0199
D06B;K12.21;24;0,017
D06B;K10.28;23;0,0163
D06B;K12.28;23;0,0163
D06B;H70.0;17;0,0121
D06B;H74.0;17;0,0121
D06B;H66.3;16;0,0114
D06B;H72.0;14;0,0099
D06B;H95.0;13;0,0092
D06B;J34.3;13;0,0092
D06B;C08.0;10;0,0071
D06B;J32.8;10;0,0071
D06B;H90.1;9;0,0064
D06B;J32.1;9;0,0064
D06B;J32.2;8;0,0057
D06B;H65.4;7;0,005
D06B;H80.0;7;0,005
D06B;C31.8;5;0,0036
D06B;H72.9;5;0,0036
D06B;K11.3;5;0,0036
D06B;K12.20;5;0,0036
D06B;H90.8;4;0,0028
D06B;J33.8;4;0,0028
D06B;J34.1;4;0,0028
D06B;K10.21;4;0,0028
D06C;J32.4;11200;0,5101
D06C;J34.2;4989;0,2272
D06C;J32.0;1361;0,062
D06C;J32.2;905;0,0412
D06C;J34.3;573;0,0261
D06C;J32.8;539;0,0245
D06C;J32.9;299;0,0136
D06C;J33.8;277;0,0126
D06C;H71;237;0,0108
D06C;H66.1;173;0,0079
D06C;H66.2;172;0,0078
D06C;H66.9;139;0,0063
D06C;K11.2;135;0,0061
D06C;K11.5;86;0,0039
D06C;J34.1;74;0,0034
D06C;J35.0;58;0,0026
D06C;D11.7;49;0,0022
D06C;J32.1;42;0,0019
D06C;J33.9;41;0,0019
D06C;J01.0;40;0,0018
D06C;J31.0;37;0,0017
D06C;J33.0;36;0,0016
D06C;J33.1;33;0,0015
D06C;D14.0;29;0,0013
D06C;H83.1;29;0,0013
D06C;J32.3;26;0,0012
D06C;J01.4;25;0,0011
D06C;D37.0;22;0,001
D06C;H74.1;22;0,001
D06C;H74.0;20;0,0009
D06C;M95.0;15;0,0007
D06C;H90.8;13;0,0006
D06C;J34.8;12;0,0005
D06C;R04.0;12;0,0005
D06C;D11.0;11;0,0005
D06C;H72.9;11;0,0005
D06C;H74.2;10;0,0005
D06C;J01.9;10;0,0005
D06C;Q67.4;8;0,0004
D06C;H66.3;7;0,0003
D06C;H65.9;6;0,0003
D06C;H91.2;6;0,0003
D06C;J01.8;6;0,0003
D06C;J35.3;6;0,0003
D06C;S02.2;6;0,0003
D06C;H72.0;5;0,0002
D06C;H81.0;5;0,0002
D06C;H95.0;5;0,0002
D06C;J35.2;5;0,0002
D06C;K11.6;5;0,0002
D06C;D11.9;4;0,0002
D06C;H60.4;4;0,0002
D06C;H65.3;4;0,0002
D06C;H65.4;4;0,0002
D06C;H72.8;4;0,0002
D06C;J01.1;4;0,0002
D06C;J35.1;4;0,0002
D06C;K11.8;4;0,0002
D08B;C00.1;15;0,2586
D08B;C00.0;5;0,0862
D08B;C05.1;5;0,0862
D08B;C00.8;4;0,069
D08B;C01;4;0,069
D09Z;C09.8;11;0,2075
D09Z;C09.9;9;0,1698
D09Z;D37.0;6;0,1132
D09Z;C01;4;0,0755
D09Z;C09.0;4;0,0755
D09Z;C11.9;4;0,0755
D12A;C76.0;75;0,3659
D12A;J34.2;26;0,1268
D12A;J32.4;8;0,039
D12A;J35.0;8;0,039
D12A;H61.3;7;0,0341
D12A;S02.4;7;0,0341
D12A;H66.1;4;0,0195
D12A;H71;4;0,0195
D12A;J32.0;4;0,0195
D12A;Q18.8;4;0,0195
D12A;Q30.0;4;0,0195
D12B;J34.2;640;0,2633
D12B;J35.0;595;0,2448
D12B;Q18.8;161;0,0662
D12B;Q18.0;139;0,0572
D12B;S02.2;138;0,0568
D12B;J32.4;127;0,0522
D12B;J35.3;86;0,0354
D12B;J34.3;79;0,0325
D12B;J35.1;54;0,0222
D12B;R06.5;36;0,0148
D12B;Q18.1;33;0,0136
D12B;J39.2;26;0,0107
D12B;D37.0;15;0,0062
D12B;J32.0;13;0,0053
D12B;J35.2;13;0,0053
D12B;K13.7;13;0,0053
D12B;R04.0;13;0,0053
D12B;J32.8;12;0,0049
D12B;J31.2;11;0,0045
D12B;K11.2;11;0,0045
D12B;J36;10;0,0041
D12B;J32.2;9;0,0037
D12B;J35.9;9;0,0037
D12B;C01;8;0,0033
D12B;J37.0;8;0,0033
D12B;K14.8;6;0,0025
D12B;C00.1;5;0,0021
D12B;D10.4;5;0,0021
D12B;K07.1;5;0,0021
D12B;M95.0;5;0,0021
D12B;C09.8;4;0,0016
D12B;C32.8;4;0,0016
D12B;D10.3;4;0,0016
D12B;D10.5;4;0,0016
D12B;D11.0;4;0,0016
D12B;D11.7;4;0,0016
D12B;J34.8;4;0,0016
D12B;K10.8;4;0,0016
D13A;H70.0;11;0,2391
D13A;J35.0;11;0,2391
D13A;J35.3;5;0,1087
D13B;J35.2;156;0,3414
D13B;J35.3;58;0,1269
D13B;K04.5;41;0,0897
D13B;J35.0;30;0,0656
D13B;J35.1;18;0,0394
D13B;J34.3;13;0,0284
D13B;H91.0;10;0,0219
D13B;H65.3;9;0,0197
D13B;K10.28;9;0,0197
D13B;H66.0;7;0,0153
D13B;K04.7;7;0,0153
D13B;K10.20;7;0,0153
D13B;K08.3;6;0,0131
D13B;H70.0;5;0,0109
D13B;K02.1;5;0,0109
D13B;K12.23;5;0,0109
D13B;J34.2;4;0,0088
D13B;K01.1;4;0,0088
D13B;K10.21;4;0,0088
D15B;C32.8;6;0,30
D16Z;K07.1;317;0,8298
D16Z;K07.2;30;0,0785
D16Z;S02.4;15;0,0393
D16Z;S02.65;4;0,0105
D19Z;C32.9;6;0,1714
D19Z;C09.8;5;0,1429
D20Z;C32.9;12;0,1333
D20Z;C10.8;9;0,10
D20Z;C02.1;8;0,0889
D20Z;C13.8;8;0,0889
D20Z;C09.8;6;0,0667
D20Z;C10.9;5;0,0556
D20Z;C32.1;5;0,0556
D20Z;C01;4;0,0444
D22A;K08.0;9;0,2368
D22A;K08.2;5;0,1316
D22A;K10.3;4;0,1053
D22B;K04.6;49;0,1324
D22B;K08.3;45;0,1216
D22B;K08.0;26;0,0703
D22B;K10.3;23;0,0622
D22B;K10.28;19;0,0514
D22B;K04.5;15;0,0405
D22B;K09.0;14;0,0378
D22B;K04.8;10;0,027
D22B;K08.2;9;0,0243
D22B;K08.88;8;0,0216
D22B;K12.21;8;0,0216
D22B;K12.28;8;0,0216
D22B;D10.1;7;0,0189
D22B;D10.3;7;0,0189
D22B;K01.0;7;0,0189
D22B;K08.9;7;0,0189
D22B;K02.9;6;0,0162
D22B;K12.22;6;0,0162
D22B;K13.2;6;0,0162
D22B;D10.5;5;0,0135
D22B;K09.2;5;0,0135
D22B;K10.20;5;0,0135
D22B;D37.0;4;0,0108
D22B;K01.1;4;0,0108
D22B;K02.2;4;0,0108
D24B;C02.1;9;0,0841
D24B;C09.8;7;0,0654
D24B;C32.8;7;0,0654
D24B;C07;6;0,0561
D24B;C04.8;5;0,0467
D24B;C32.1;5;0,0467
D24B;C01;4;0,0374
D24B;C03.1;4;0,0374
D24B;C13.8;4;0,0374
D24B;C32.0;4;0,0374
D24B;D37.0;4;0,0374
D25B;C04.8;15;0,1351
D25B;C04.0;11;0,0991
D25B;C02.1;7;0,0631
D25B;C07;7;0,0631
D25B;C01;6;0,0541
D25B;C32.0;6;0,0541
D25B;C03.0;4;0,036
D25B;C03.1;4;0,036
D25B;C06.0;4;0,036
D25B;D37.0;4;0,036
D25D;K10.28;93;0,2598
D25D;K08.2;41;0,1145
D25D;K07.1;29;0,081
D25D;K09.2;15;0,0419
D25D;D16.5;14;0,0391
D25D;J32.4;14;0,0391
D25D;K09.0;8;0,0223
D25D;K09.1;8;0,0223
D25D;J34.2;7;0,0196
D25D;K10.29;7;0,0196
D25D;D11.0;6;0,0168
D25D;J32.0;6;0,0168
D25D;K01.1;5;0,014
D25D;K04.8;5;0,014
D25D;K07.2;5;0,014
D25D;K10.20;5;0,014
D25D;D11.9;4;0,0112
D25D;K04.5;4;0,0112
D25D;K11.2;4;0,0112
D28Z;K07.1;795;0,6495
D28Z;K07.2;204;0,1667
D28Z;K07.0;45;0,0368
D28Z;S02.4;30;0,0245
D28Z;D11.0;16;0,0131
D28Z;S02.68;13;0,0106
D28Z;S02.69;12;0,0098
D28Z;K07.3;9;0,0074
D28Z;J35.0;7;0,0057
D28Z;K07.6;7;0,0057
D28Z;K08.2;7;0,0057
D28Z;K09.0;5;0,0041
D28Z;K09.2;5;0,0041
D28Z;S02.60;5;0,0041
D28Z;S02.61;4;0,0033
D28Z;S02.65;4;0,0033
D29Z;S02.4;60;0,274
D29Z;H66.2;24;0,1096
D29Z;S02.68;14;0,0639
D29Z;J34.2;12;0,0548
D29Z;S02.2;12;0,0548
D29Z;K10.28;9;0,0411
D29Z;S02.60;7;0,032
D29Z;S02.65;7;0,032
D29Z;H71;5;0,0228
D29Z;S02.69;5;0,0228
D29Z;H65.4;4;0,0183
D29Z;H74.2;4;0,0183
D29Z;K07.1;4;0,0183
D29Z;K07.2;4;0,0183
D30A;H66.1;352;0,136
D30A;H71;279;0,1078
D30A;H80.9;149;0,0576
D30A;H80.0;143;0,0553
D30A;H66.9;137;0,0529
D30A;H66.2;109;0,0421
D30A;H80.1;98;0,0379
D30A;H61.3;93;0,0359
D30A;J35.0;84;0,0325
D30A;Q17.5;75;0,029
D30A;H74.1;62;0,024
D30A;H61.8;61;0,0236
D30A;J35.3;59;0,0228
D30A;H60.4;56;0,0216
D30A;H72.0;54;0,0209
D30A;H80.2;52;0,0201
D30A;H80.8;46;0,0178
D30A;J34.2;46;0,0178
D30A;H74.2;42;0,0162
D30A;J32.4;41;0,0158
D30A;H72.9;37;0,0143
D30A;H72.8;35;0,0135
D30A;H68.1;33;0,0128
D30A;H65.4;27;0,0104
D30A;J39.0;26;0,01
D30A;H74.0;22;0,0085
D30A;H74.9;16;0,0062
D30A;Q16.1;16;0,0062
D30A;S09.2;14;0,0054
D30A;H95.0;12;0,0046
D30A;J35.1;12;0,0046
D30A;H66.3;11;0,0043
D30A;H72.2;11;0,0043
D30A;J32.8;11;0,0043
D30A;J34.3;10;0,0039
D30A;C32.0;9;0,0035
D30A;H60.0;9;0,0035
D30A;H90.1;9;0,0035
D30A;H90.8;9;0,0035
D30A;H61.1;8;0,0031
D30A;H65.3;8;0,0031
D30A;J34.8;8;0,0031
D30A;Q17.8;8;0,0031
D30A;Q18.1;8;0,0031
D30A;H90.2;7;0,0027
D30A;H95.1;7;0,0027
D30A;J32.2;7;0,0027
D30A;J35.2;7;0,0027
D30A;H65.2;6;0,0023
D30A;H70.1;6;0,0023
D30A;J35.8;5;0,0019
D30A;H61.0;4;0,0015
D30A;H73.8;4;0,0015
D30A;H81.0;4;0,0015
D30A;H83.1;4;0,0015
D30A;H91.2;4;0,0015
D30A;Q17.4;4;0,0015
D30A;S01.31;4;0,0015
D30B;J35.0;22543;0,7011
D30B;J35.3;5483;0,1705
D30B;J35.1;1517;0,0472
D30B;J36;814;0,0253
D30B;J35.2;544;0,0169
D30B;J35.9;299;0,0093
